date,adj_close
2024-08-15,93.570000
2024-08-16,94.400000
2024-08-19,94.690000
2024-08-20,94.460000
2024-08-21,94.700000
2024-08-22,94.930000
2024-08-23,94.870000
2024-08-26,95.150000
2024-08-27,93.910000
2024-08-28,94.670000
2024-08-29,95.060000
2024-08-30,95.770000
2024-09-03,97.390000
2024-09-04,98.450000
2024-09-05,97.880000
2024-09-06,97.390000
2024-09-09,98.780000
2024-09-10,98.990000
2024-09-11,97.900000
2024-09-12,97.500000
2024-09-13,98.600000
2024-09-16,98.870000
2024-09-17,98.580000
2024-09-18,97.520000
2024-09-19,96.300000
2024-09-20,97.460000
2024-09-23,98.090000
2024-09-24,96.960000
2024-09-25,97.280000
2024-09-26,97.240000
2024-09-27,98.120000
2024-09-30,98.200000
2024-10-01,99.160000
2024-10-02,98.500000
2024-10-03,98.090000
2024-10-04,97.270000
2024-10-07,95.380000
2024-10-08,96.290000
2024-10-09,96.540000
2024-10-10,95.790000
2024-10-11,96.490000
2024-10-14,97.170000
2024-10-15,99.440000
2024-10-16,100.090000
2024-10-17,99.640000
2024-10-18,100.680000
2024-10-21,100.180000
2024-10-22,99.680000
2024-10-23,101.280000
2024-10-24,100.900000
2024-10-25,98.640000
2024-10-28,98.840000
2024-10-29,97.050000
2024-10-30,96.870000
2024-10-31,95.890000
2024-11-01,94.300000
2024-11-04,93.500000
2024-11-05,94.130000
2024-11-06,93.320000
2024-11-07,92.020000
2024-11-08,92.540000
2024-11-11,92.870000
2024-11-12,91.510000
2024-11-13,90.750000
2024-11-14,90.590000
2024-11-15,91.730000
2024-11-18,91.740000
2024-11-19,92.230000
2024-11-20,93.100000
2024-11-21,93.880000
2024-11-22,93.550000
2024-11-25,94.610000
2024-11-26,96.730000
2024-11-27,96.620000
2024-11-29,95.670000
2024-12-02,93.690000
2024-12-03,92.760000
2024-12-04,91.900000
2024-12-05,91.780000
2024-12-06,90.190000
2024-12-09,90.150000
2024-12-10,90.060000
2024-12-11,88.220000
2024-12-12,88.080000
2024-12-13,88.160000
2024-12-16,86.800000
2024-12-17,86.400000
2024-12-18,84.530000
2024-12-19,84.720000
2024-12-20,85.630000
2024-12-23,85.290000
2024-12-24,85.200000
2024-12-26,85.210000
2024-12-27,85.180000
2024-12-30,84.800000
2024-12-31,84.870000
2025-01-02,84.680000
2025-01-03,84.880000
2025-01-06,84.050000
2025-01-07,83.700000
2025-01-08,84.660000
2025-01-10,83.840000
2025-01-13,84.150000
2025-01-14,85.000000
2025-01-15,85.820000
2025-01-16,87.710000
2025-01-17,89.070000
2025-01-21,88.650000
2025-01-22,86.330000
2025-01-23,86.320000
2025-01-24,86.170000
2025-01-27,90.250000
2025-01-28,88.830000
2025-01-29,88.050000
2025-01-30,89.270000
2025-01-31,89.160000
2025-02-03,90.950000
2025-02-04,90.270000
2025-02-05,91.490000
2025-02-06,90.760000
2025-02-07,91.380000
2025-02-10,91.970000
2025-02-11,91.600000
2025-02-12,89.950000
2025-02-13,90.990000
2025-02-14,90.280000
2025-02-18,91.080000
2025-02-19,91.410000
2025-02-20,91.890000
2025-02-21,94.290000
2025-02-24,95.660000
2025-02-25,96.890000
2025-02-26,95.920000
2025-02-27,95.890000
2025-02-28,97.420000
2025-03-03,99.820000
2025-03-04,98.030000
2025-03-05,96.150000
2025-03-06,96.840000
2025-03-07,99.460000
2025-03-10,102.350000
2025-03-11,99.580000
2025-03-12,98.500000
2025-03-13,100.350000
2025-03-14,102.110000
2025-03-17,103.280000
2025-03-18,103.460000
2025-03-19,103.150000
2025-03-20,104.100000
2025-03-21,103.450000
2025-03-24,102.520000
2025-03-25,101.290000
2025-03-26,103.120000
2025-03-27,103.530000
2025-03-28,104.380000
2025-03-31,106.130000
2025-04-01,105.620000
2025-04-02,105.160000
2025-04-03,108.170000
2025-04-04,104.910000
2025-04-07,101.150000
2025-04-08,101.770000
