date,adj_close
2024-08-15,25.360000
2024-08-16,27.510000
2024-08-19,27.750000
2024-08-20,26.480000
2024-08-21,25.380000
2024-08-22,25.020000
2024-08-23,25.200000
2024-08-26,24.230000
2024-08-27,24.780000
2024-08-28,24.370000
2024-08-29,24.770000
2024-08-30,25.360000
2024-09-03,25.080000
2024-09-04,25.200000
2024-09-05,24.780000
2024-09-06,24.490000
2024-09-09,24.320000
2024-09-10,24.400000
2024-09-11,24.950000
2024-09-12,25.030000
2024-09-13,24.650000
2024-09-16,24.700000
2024-09-17,25.290000
2024-09-18,25.290000
2024-09-19,27.000000
2024-09-20,26.820000
2024-09-23,27.950000
2024-09-24,31.840000
2024-09-25,31.190000
2024-09-26,35.680000
2024-09-27,37.480000
2024-09-30,37.570000
2024-10-01,40.320000
2024-10-02,42.080000
2024-10-03,41.890000
2024-10-04,44.120000
2024-10-07,44.220000
2024-10-08,40.900000
2024-10-09,40.240000
2024-10-10,40.600000
2024-10-11,41.170000
2024-10-14,41.460000
2024-10-15,37.720000
2024-10-16,38.080000
2024-10-17,36.490000
2024-10-18,37.550000
2024-10-21,37.270000
2024-10-22,37.900000
2024-10-23,37.570000
2024-10-24,36.940000
2024-10-25,37.480000
2024-10-28,39.110000
2024-10-29,38.640000
2024-10-30,37.600000
2024-10-31,38.150000
2024-11-01,37.980000
2024-11-04,37.440000
2024-11-05,37.600000
2024-11-06,36.320000
2024-11-07,38.730000
2024-11-08,36.020000
2024-11-11,36.650000
2024-11-12,33.910000
2024-11-13,33.520000
2024-11-14,31.330000
2024-11-15,32.880000
2024-11-18,33.190000
2024-11-19,33.050000
2024-11-20,33.040000
2024-11-21,33.230000
2024-11-22,32.570000
2024-11-25,32.410000
2024-11-26,33.190000
2024-11-27,34.930000
2024-11-29,35.110000
2024-12-02,35.200000
2024-12-03,34.850000
2024-12-04,33.560000
2024-12-05,34.200000
2024-12-06,34.920000
2024-12-09,38.760000
2024-12-10,37.170000
2024-12-11,35.890000
2024-12-12,35.800000
2024-12-13,35.030000
2024-12-16,34.480000
2024-12-17,35.010000
2024-12-18,34.230000
2024-12-19,33.730000
2024-12-20,33.480000
2024-12-23,34.090000
2024-12-24,34.250000
2024-12-26,33.940000
2024-12-27,32.860000
2024-12-30,32.180000
2024-12-31,32.570000
2025-01-02,32.150000
2025-01-03,33.190000
2025-01-06,33.010000
2025-01-07,32.860000
2025-01-08,32.610000
2025-01-10,31.090000
