date,adj_close
2024-08-19,110.000000
2024-08-20,110.490000
2024-08-21,111.440000
2024-08-22,111.530000
2024-08-23,111.580000
2024-08-26,112.600000
2024-08-27,113.680000
2024-08-28,113.830000
2024-08-29,113.810000
2024-08-30,114.500000
2024-09-03,116.740000
2024-09-04,117.580000
2024-09-05,116.250000
2024-09-06,116.840000
2024-09-09,118.360000
2024-09-10,117.710000
2024-09-11,116.330000
2024-09-12,115.760000
2024-09-13,116.660000
2024-09-16,116.980000
2024-09-17,114.440000
2024-09-18,112.330000
2024-09-19,111.200000
2024-09-20,112.170000
2024-09-23,112.450000
2024-09-24,112.560000
2024-09-25,113.010000
2024-09-26,113.490000
2024-09-27,113.270000
2024-09-30,114.000000
2024-10-01,113.240000
2024-10-02,112.310000
2024-10-03,111.170000
2024-10-04,111.840000
2024-10-07,111.660000
2024-10-08,111.560000
2024-10-09,112.860000
2024-10-10,112.110000
2024-10-11,112.780000
2024-10-14,112.760000
2024-10-15,113.080000
2024-10-16,113.520000
2024-10-17,112.820000
2024-10-18,112.880000
2024-10-21,111.710000
2024-10-22,123.400000
2024-10-23,123.400000
2024-10-24,124.710000
2024-10-25,121.950000
2024-10-28,122.550000
2024-10-29,123.550000
2024-10-30,124.060000
2024-10-31,124.610000
2024-11-01,122.690000
2024-11-04,122.390000
2024-11-05,124.130000
2024-11-06,117.670000
2024-11-07,116.240000
2024-11-08,118.550000
2024-11-11,117.340000
2024-11-12,116.650000
2024-11-13,117.610000
2024-11-14,120.390000
2024-11-15,120.750000
2024-11-18,123.690000
2024-11-19,121.650000
2024-11-20,122.440000
2024-11-21,123.210000
2024-11-22,122.070000
2024-11-25,122.740000
2024-11-26,124.220000
2024-11-27,123.790000
2024-11-29,124.950000
2024-12-02,123.040000
2024-12-03,121.790000
2024-12-04,122.530000
2024-12-05,124.420000
2024-12-06,122.600000
2024-12-09,120.870000
2024-12-10,121.120000
2024-12-11,119.090000
2024-12-12,119.260000
2024-12-13,118.900000
2024-12-16,118.270000
2024-12-17,118.360000
2024-12-18,116.960000
2024-12-19,114.720000
2024-12-20,116.650000
2024-12-23,116.240000
2024-12-24,115.420000
2024-12-26,115.560000
2024-12-27,115.310000
2024-12-30,113.940000
2024-12-31,114.270000
2025-01-02,114.980000
2025-01-03,115.850000
2025-01-06,114.880000
2025-01-07,115.260000
2025-01-08,115.700000
2025-01-10,111.230000
2025-01-13,111.610000
2025-01-14,112.480000
2025-01-15,112.520000
2025-01-16,113.740000
2025-01-17,115.440000
2025-01-21,117.550000
2025-01-22,116.680000
2025-01-23,119.090000
2025-01-24,120.850000
2025-01-27,123.840000
2025-01-28,122.440000
2025-01-29,123.040000
2025-01-30,123.730000
2025-01-31,123.620000
2025-02-03,123.800000
2025-02-04,123.800000
2025-02-05,124.360000
2025-02-06,137.970000
2025-02-07,137.110000
2025-02-10,139.160000
2025-02-11,140.500000
2025-02-12,142.310000
2025-02-13,141.640000
2025-02-14,142.850000
2025-02-18,141.280000
2025-02-19,142.230000
2025-02-20,143.910000
2025-02-21,146.600000
2025-02-24,148.380000
2025-02-25,149.460000
2025-02-26,146.920000
2025-02-27,146.230000
2025-02-28,147.430000
2025-03-03,150.760000
2025-03-04,146.170000
2025-03-05,145.400000
2025-03-06,145.790000
2025-03-07,143.320000
2025-03-10,142.980000
2025-03-11,144.410000
2025-03-12,143.670000
2025-03-13,142.880000
2025-03-14,144.200000
2025-03-17,147.840000
2025-03-18,146.060000
2025-03-19,146.490000
2025-03-20,146.040000
2025-03-21,145.090000
2025-03-24,145.160000
2025-03-25,145.790000
2025-03-26,147.820000
2025-03-27,148.470000
2025-03-28,148.620000
2025-03-31,152.030000
2025-04-01,151.420000
2025-04-02,149.580000
2025-04-03,155.230000
2025-04-04,144.270000
2025-04-07,144.850000
2025-04-08,142.940000
2025-04-09,145.400000
2025-04-10,144.790000
2025-04-11,147.400000
2025-04-14,150.940000
2025-04-15,153.340000
2025-04-16,153.710000
2025-04-17,156.330000
2025-04-21,155.340000
2025-04-22,157.190000
2025-04-23,160.850000
2025-04-24,162.900000
2025-04-25,163.060000
2025-04-28,162.030000
2025-04-29,163.080000
2025-04-30,164.130000
2025-05-01,162.880000
2025-05-02,163.650000
2025-05-05,165.880000
2025-05-06,166.740000
2025-05-07,167.960000
2025-05-08,164.750000
2025-05-09,162.540000
2025-05-12,157.880000
2025-05-13,156.910000
2025-05-14,157.110000
2025-05-15,162.010000
2025-05-16,163.250000
2025-05-19,165.870000
2025-05-20,166.780000
2025-05-21,167.270000
2025-05-22,167.840000
2025-05-23,170.670000
2025-05-27,171.670000
2025-05-28,171.250000
2025-05-29,170.370000
2025-05-30,172.970000
