date,adj_close
2024-08-19,68.410000
2024-08-20,68.190000
2024-08-21,68.430000
2024-08-22,68.480000
2024-08-23,69.100000
2024-08-26,69.300000
2024-08-27,69.300000
2024-08-28,68.660000
2024-08-29,68.940000
2024-08-30,70.660000
2024-09-03,68.630000
2024-09-04,67.940000
2024-09-05,67.300000
2024-09-06,65.800000
2024-09-09,66.540000
2024-09-10,68.230000
2024-09-11,68.560000
2024-09-12,69.080000
2024-09-13,70.370000
2024-09-16,70.330000
2024-09-17,70.680000
2024-09-18,70.580000
2024-09-19,72.000000
2024-09-20,71.870000
2024-09-23,73.010000
2024-09-24,73.280000
2024-09-25,73.910000
2024-09-26,74.600000
2024-09-27,75.260000
2024-09-30,75.650000
2024-10-01,74.870000
2024-10-02,74.630000
2024-10-03,73.580000
2024-10-04,73.770000
2024-10-07,73.640000
2024-10-08,74.420000
2024-10-09,75.730000
2024-10-10,74.970000
2024-10-11,75.650000
2024-10-14,75.710000
2024-10-15,74.660000
2024-10-16,74.460000
2024-10-17,75.300000
2024-10-18,75.480000
2024-10-21,75.220000
2024-10-22,74.700000
2024-10-23,74.550000
2024-10-24,74.920000
2024-10-25,74.800000
2024-10-28,75.760000
2024-10-29,75.120000
2024-10-30,74.390000
2024-10-31,73.640000
2024-11-01,73.590000
2024-11-04,72.350000
2024-11-05,72.970000
2024-11-06,79.410000
2024-11-07,79.840000
2024-11-08,82.480000
2024-11-11,84.410000
2024-11-12,83.010000
2024-11-13,83.540000
2024-11-14,82.990000
2024-11-15,82.260000
2024-11-18,81.530000
2024-11-19,81.420000
2024-11-20,80.880000
2024-11-21,81.870000
2024-11-22,81.340000
2024-11-25,81.230000
2024-11-26,81.630000
2024-11-27,81.590000
2024-11-29,81.740000
2024-12-02,81.550000
2024-12-03,80.390000
2024-12-04,81.670000
2024-12-05,80.990000
2024-12-06,82.210000
2024-12-09,81.800000
2024-12-10,80.690000
2024-12-11,81.890000
2024-12-12,81.220000
2024-12-13,80.540000
2024-12-16,81.890000
2024-12-17,79.780000
2024-12-18,76.830000
2024-12-19,76.720000
2024-12-20,78.600000
2024-12-23,78.640000
2024-12-24,79.310000
2024-12-26,79.170000
2024-12-27,78.160000
2024-12-30,77.490000
2024-12-31,77.290000
2025-01-02,77.310000
2025-01-03,78.260000
2025-01-06,77.620000
2025-01-07,77.520000
2025-01-08,78.380000
2025-01-10,77.020000
2025-01-13,77.650000
2025-01-14,78.540000
2025-01-15,77.790000
2025-01-16,78.790000
2025-01-17,79.450000
2025-01-21,80.770000
2025-01-22,80.390000
2025-01-23,80.320000
2025-01-24,79.900000
2025-01-27,75.460000
2025-01-28,74.540000
2025-01-29,74.690000
2025-01-30,76.580000
2025-01-31,76.380000
2025-02-03,75.400000
2025-02-04,75.680000
2025-02-05,84.220000
2025-02-06,86.170000
2025-02-07,85.830000
2025-02-10,87.660000
2025-02-11,87.310000
2025-02-12,87.180000
2025-02-13,86.710000
2025-02-14,87.900000
2025-02-18,88.720000
2025-02-19,88.570000
2025-02-20,86.980000
2025-02-21,83.510000
2025-02-24,82.280000
2025-02-25,82.160000
2025-02-26,83.140000
2025-02-27,82.500000
2025-02-28,83.880000
2025-03-03,80.840000
2025-03-04,79.220000
2025-03-05,80.510000
2025-03-06,79.380000
2025-03-07,78.400000
2025-03-10,76.300000
2025-03-11,75.390000
2025-03-12,77.040000
2025-03-13,75.850000
2025-03-14,77.990000
2025-03-17,79.820000
2025-03-18,79.910000
2025-03-19,81.170000
2025-03-20,81.420000
2025-03-21,81.010000
2025-03-24,83.130000
2025-03-25,82.950000
2025-03-26,81.400000
2025-03-27,80.820000
2025-03-28,78.380000
2025-03-31,78.790000
2025-04-01,80.060000
2025-04-02,81.500000
2025-04-03,75.960000
2025-04-04,70.520000
2025-04-07,70.850000
2025-04-08,69.970000
2025-04-09,77.530000
2025-04-10,74.980000
2025-04-11,76.440000
2025-04-14,77.210000
2025-04-15,77.300000
2025-04-16,75.400000
2025-04-17,75.570000
2025-04-21,73.230000
