date,adj_close
2024-08-21,29.750000
2024-08-22,29.960000
2024-08-23,31.460000
2024-08-26,31.880000
2024-08-27,32.510000
2024-08-28,31.580000
2024-08-29,41.660000
2024-08-30,44.010000
2024-09-03,41.590000
2024-09-04,40.230000
2024-09-05,39.640000
2024-09-06,38.440000
2024-09-09,38.170000
2024-09-10,37.270000
2024-09-11,40.240000
2024-09-12,41.740000
2024-09-13,44.010000
2024-09-16,44.060000
2024-09-17,44.000000
2024-09-18,44.280000
2024-09-19,44.980000
2024-09-20,44.930000
2024-09-23,44.670000
2024-09-24,44.620000
2024-09-25,43.240000
2024-09-26,41.640000
2024-09-27,41.160000
2024-09-30,40.820000
2024-10-01,38.480000
2024-10-02,39.050000
2024-10-03,38.500000
2024-10-04,39.360000
2024-10-07,38.600000
2024-10-08,41.150000
2024-10-09,43.250000
2024-10-10,42.010000
2024-10-11,47.080000
2024-10-14,49.260000
2024-10-15,47.860000
2024-10-16,47.970000
2024-10-17,43.930000
2024-10-18,44.540000
2024-10-21,43.650000
2024-10-22,43.990000
2024-10-23,41.810000
2024-10-24,42.030000
2024-10-25,40.700000
2024-10-28,42.120000
2024-10-29,42.870000
2024-10-30,45.240000
2024-10-31,43.850000
2024-11-01,43.220000
2024-11-04,43.690000
2024-11-05,45.600000
2024-11-06,50.000000
2024-11-07,48.790000
2024-11-08,46.480000
2024-11-11,57.590000
2024-11-12,57.590000
2024-11-13,54.820000
2024-11-14,53.210000
2024-11-15,56.150000
2024-11-18,62.060000
2024-11-19,63.960000
2024-11-20,63.190000
2024-11-21,65.740000
2024-11-22,66.550000
2024-11-25,69.350000
2024-11-26,66.270000
2024-11-27,68.370000
2024-11-29,70.010000
2024-12-02,68.390000
2024-12-03,70.760000
2024-12-04,72.000000
2024-12-05,68.350000
2024-12-06,71.880000
2024-12-09,68.820000
2024-12-10,66.320000
2024-12-11,69.930000
2024-12-12,68.770000
2024-12-13,70.700000
2024-12-16,72.860000
2024-12-17,70.890000
2024-12-18,63.340000
2024-12-19,63.000000
2024-12-20,65.640000
2024-12-23,64.950000
2024-12-24,65.900000
2024-12-26,66.850000
2024-12-27,64.640000
2024-12-30,62.630000
2024-12-31,60.900000
2025-01-02,62.510000
2025-01-03,66.500000
2025-01-06,65.090000
2025-01-07,61.290000
2025-01-08,58.670000
2025-01-10,55.310000
2025-01-13,54.690000
2025-01-14,55.350000
2025-01-15,58.210000
2025-01-16,58.000000
