date,adj_close
2025-03-26,82.220000
2025-03-27,81.630000
2025-03-28,81.370000
2025-03-31,82.290000
2025-04-01,81.850000
2025-04-02,82.380000
2025-04-03,80.750000
2025-04-04,79.290000
2025-04-07,77.710000
2025-04-08,76.320000
2025-04-09,78.290000
2025-04-10,76.090000
2025-04-11,76.400000
2025-04-14,77.380000
2025-04-15,77.430000
2025-04-16,77.430000
2025-04-17,78.270000
2025-04-21,79.640000
2025-04-22,81.280000
2025-04-23,80.600000
2025-04-24,80.940000
2025-04-25,80.880000
2025-04-28,81.100000
2025-04-29,81.280000
2025-04-30,81.100000
2025-05-01,81.540000
2025-05-02,83.000000
2025-05-05,82.200000
2025-05-06,82.780000
2025-05-07,83.050000
2025-05-08,83.450000
2025-05-09,83.150000
2025-05-12,84.650000
2025-05-13,85.820000
2025-05-14,86.370000
2025-05-15,86.230000
2025-05-16,86.720000
2025-05-19,86.930000
2025-05-20,87.430000
2025-05-21,89.060000
2025-05-22,87.960000
2025-05-23,88.620000
2025-05-27,89.750000
2025-05-28,89.830000
2025-05-29,90.680000
2025-05-30,91.670000
2025-06-02,92.480000
2025-06-03,93.800000
2025-06-04,94.770000
2025-06-05,88.490000
2025-06-06,91.390000
2025-06-09,93.130000
2025-06-10,93.130000
2025-06-11,92.650000
2025-06-12,92.630000
2025-06-13,93.960000
2025-06-16,94.050000
2025-06-17,93.420000
2025-06-18,94.050000
2025-06-20,94.410000
2025-06-23,94.210000
2025-06-24,94.690000
2025-06-25,94.770000
2025-06-26,94.860000
2025-06-27,95.590000
2025-06-30,102.720000
2025-07-01,101.100000
2025-07-02,104.020000
2025-07-03,106.860000
2025-07-07,109.160000
2025-07-08,111.110000
2025-07-09,113.880000
2025-07-10,114.820000
2025-07-11,111.090000
2025-07-14,107.580000
2025-07-15,106.210000
2025-07-16,107.910000
2025-07-17,110.020000
2025-07-18,108.150000
2025-07-21,108.030000
2025-07-22,108.030000
2025-07-23,105.220000
2025-07-24,102.490000
2025-07-25,100.310000
2025-07-28,102.470000
2025-07-29,104.440000
2025-07-30,107.050000
2025-07-31,110.020000
2025-08-01,106.580000
2025-08-04,107.620000
2025-08-05,105.800000
2025-08-06,105.810000
2025-08-07,106.830000
2025-08-08,106.950000
2025-08-11,106.570000
2025-08-12,106.420000
2025-08-13,106.280000
2025-08-14,105.680000
2025-08-15,104.390000
2025-08-18,103.710000
